TICKETID;ASSETNUM;DESCRIPTION;CLASSSTRUCTUREID;REPORTDATE;REPORTEDBY;SITEID;STATUS;STATUSDATE
1793581;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;1/5/2024 7:00 AM;MAXADMIN;;RESOLVED;1/5/2024 7:58 AM
1792046;11140;Plaza 3;1824;1/2/2024 8:30 PM;0062258;;CLOSED;4/28/2024 2:19 PM
1796109;10382;-;1598;1/9/2024 11:37 PM;0032731;;CLOSED;5/12/2024 3:15 PM
1796117;3749;luces cortas demasiado bajas;1662;1/10/2024;0008508;;CLOSED;5/5/2024 4:33 PM
1796118;3749;clave roto de reclinable;1746;1/10/2024;0008508;;CLOSED;4/21/2024 2:39 PM
1793643;3849;No entran bien las marchas;1530;1/5/2024 7:08 AM;0008508;;CLOSED;4/14/2024 2:24 PM
1793649;10644;Luces individuales mal;1734;1/5/2024 7:47 AM;0038517;;CLOSED;4/21/2024 2:42 PM
1793684;10004;Tratamiento posterior gases escape averiado;4337;1/5/2024 9:35 AM;0002078;;CLOSED;4/14/2024 2:33 PM
1793767;3704;REPARAR LUNA PARABRISAS (02/01/2024);;1/5/2024 4:28 PM;1383;;CLOSED;4/28/2024 2:20 PM
1792542;3784;pantalla asiento 9 no funciona;4042;1/3/2024 2:16 PM;0013036;;CLOSED;4/28/2024 2:37 PM
1793158;13008;Desgaste en exterior rueda delantera izquierda. Vibra.;1818;1/4/2024 11:45 AM;0014983;;CLOSED;4/21/2024 3:29 PM
1793178;11309;De las butacas 31-32;2016;1/4/2024 1:31 PM;0059781;;CLOSED;4/28/2024 2:24 PM
1793699;3704;ACTULIZAR SOFTWARE DEL RETARDER;1542;1/5/2024 11:21 AM;0012580;;CLOSED;4/21/2024 3:29 PM
1794721;11178;Fuga Adblue;1996;1/7/2024 9:09 PM;0006622;;CLOSED;4/28/2024 2:24 PM
1791307;4995;Vehiculo 4995 supera 80 dias sin descargar. Ultima registrada el 09/10/2023;4125;1/1/2024 7:00 AM;MAXADMIN;;CLOSED;4/14/2024 2:17 PM
1793818;10646;Falta adaptador para poder rellenar de agua;1740;1/5/2024 10:07 PM;0013623;;CLOSED;5/5/2024 2:45 PM
1793863;11995;enganche de manguera de llenaro de baño roto;1738;1/6/2024;0006043;;CLOSED;4/28/2024 2:20 PM
1794976;3656;Vehiculo 3656 supera 80 dias sin descargar. Ultima registrada el 04/07/2023;4125;1/8/2024 7:00 AM;MAXADMIN;;RESOLVED;1/8/2024 11:47 AM
1796178;10405;Dirección trasera¿cerbi¿ se engancha;1573;1/10/2024 4:56 AM;0051052;;CLOSED;4/21/2024 2:48 PM
1796208;3749;Sin potencia, da tirones;1518;1/10/2024 6:35 AM;0008508;;CLOSED;5/5/2024 2:46 PM
1791454;3843;tarde funciona a veces si algunas no de vez en cuando no funciona;1544;1/2/2024;0032334;;CLOSED;4/14/2024 2:29 PM
1792683;4041;tira bastante para la derecha.;1563;1/3/2024 9:28 PM;0035781;;CLOSED;5/5/2024 4:19 PM
1793014;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;1/4/2024 7:00 AM;MAXADMIN;;RESOLVED;1/4/2024 7:37 AM
1795097;10407;Vehiculo 10407 supera 80 dias sin descargar. Ultima registrada el 17/10/2023;4125;1/8/2024 7:00 AM;MAXADMIN;;CLOSED;4/21/2024 2:41 PM
1795113;4933;Vehiculo 4933 supera 60 dias sin descargar. Ultima registrada el 27/10/2023;4124;1/8/2024 7:01 AM;MAXADMIN;;CLOSED;1/21/2024 8:18 PM
1795126;10821;Vehiculo 10821 supera 60 dias sin descargar. Ultima registrada el 08/11/2023;4124;1/8/2024 7:01 AM;MAXADMIN;;CLOSED;4/28/2024 2:25 PM
1795729;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;1/9/2024 7:00 AM;MAXADMIN;;RESOLVED;1/9/2024 9:01 AM
1795769;4931;Vehiculo 4931 supera 80 dias sin descargar. Ultima registrada el 03/10/2023;4125;1/9/2024 7:00 AM;MAXADMIN;;CLOSED;2/4/2024 5:45 PM
1795810;11307;ruedas delanteras a saltos hacen ruido;1820;1/9/2024 7:04 AM;0052072;;CLOSED;4/14/2024 3:24 PM
1795060;4931;Vehiculo 4931 supera 80 dias sin descargar. Ultima registrada el 03/10/2023;4125;1/8/2024 7:00 AM;MAXADMIN;;CLOSED;2/4/2024 5:45 PM
1795822;4700;presión insuficiente neumáticos y le cuesta arrancar mucho....;1636;1/9/2024 7:50 AM;0035474;;CLOSED;5/5/2024 4:34 PM
1795876;10414;Desague WC mal;1740;1/9/2024 10:25 AM;0006447;;CLOSED;4/21/2024 2:40 PM
1791455;3843;salta el sistema de refrigeración no funciona el calefactor suelta mucho humo negro y no calienta l;1598;1/2/2024;0032334;;CLOSED;4/21/2024 2:42 PM
1793721;13057;Vibra la dirección;1567;1/5/2024 1:16 PM;0036698;;CLOSED;5/5/2024 6:58 PM
1791842;3421;Calefaccion calienta poco;1598;1/2/2024 8:06 AM;0030343;;CLOSED;4/14/2024 2:21 PM
1794131;4950;Vehiculo 4950 supera 80 dias sin descargar. Ultima registrada el 17/10/2023;4125;1/6/2024 7:00 AM;MAXADMIN;;CLOSED;5/5/2024 3:00 PM
1794138;10428;Válvula no cierra y puede provocar empañamiento de la luna. No funciona tecla AC.;1998;1/6/2024 8:17 AM;0014983;;CLOSED;5/5/2024 6:07 PM
1794141;3773;alarma de regeneracion de gases encendida en amarillo;1636;1/6/2024 8:26 AM;0004458;;CLOSED;4/28/2024 2:47 PM
1794182;3836;Fuga agua;1522;1/6/2024 1:44 PM;0060213;;CLOSED;3/24/2024 4:15 PM
1794211;10439;segundo maletero lado derecho, no abre, lleva ya varios días y sigue igual, mirarlo por favor, a ve;1781;1/6/2024 5:46 PM;0017913;;CLOSED;10/20/2024 3:04 PM
1796068;10400;Cambiar luna;1799;1/9/2024 9:55 PM;0012070;;CLOSED;5/5/2024 2:43 PM
1792194;13306;CAMARA MARCHA ATRAS MAL;1758;1/3/2024 6:54 AM;0006622;;CLOSED;9/15/2024 2:02 PM
1794169;10428;Entra frio por rejilla situada debajo cajón impresora.;1998;1/6/2024 12:00 PM;0014983;;CLOSED;5/5/2024 6:07 PM
1794170;10428;Puerta trasera se queda atascada al cerrar.;1777;1/6/2024 12:00 PM;0014983;;CLOSED;5/5/2024 6:07 PM
1794171;10428;Reponer todos los testigos de apriete espárragos.;1820;1/6/2024 12:00 PM;0014983;;CLOSED;4/21/2024 3:29 PM
1794181;11186;-;1664;1/6/2024 1:29 PM;0051866;;CLOSED;5/5/2024 2:29 PM
1795098;4950;Vehiculo 4950 supera 80 dias sin descargar. Ultima registrada el 17/10/2023;4125;1/8/2024 7:00 AM;MAXADMIN;;CLOSED;5/5/2024 3:00 PM
1795112;4932;Vehiculo 4932 supera 60 dias sin descargar. Ultima registrada el 27/10/2023;4124;1/8/2024 7:01 AM;MAXADMIN;;CLOSED;2/4/2024 5:45 PM
1795125;10794;Vehiculo 10794 supera 60 dias sin descargar. Ultima registrada el 08/11/2023;4124;1/8/2024 7:01 AM;MAXADMIN;;CLOSED;5/5/2024 6:58 PM
1795930;11307;REVISAR INTERIORES Y ASIENTOS;;1/9/2024 1:45 PM;1215;;CLOSED;5/5/2024 6:57 PM
1792653;4047;poner butacas PMR;;1/3/2024 7:58 PM;115;154;CLOSED;4/21/2024 3:29 PM
1792695;10426;cambiar fuelles 3º eje;;1/3/2024 10:00 PM;115;154;CLOSED;4/21/2024 3:29 PM
1794257;10426;Al tirar de la cisterna no cae el agua a presión, cae a pequeños impulsos.;1740;1/6/2024 10:53 PM;0009370;;CLOSED;5/5/2024 6:12 PM
1795156;3773;el atibao sale poco caudal de aire +puesto del conductor+;1598;1/8/2024 8:42 AM;0004458;;CLOSED;5/5/2024 6:08 PM
1791372;10720;-;1720;1/1/2024 5:19 PM;0013002;;CLOSED;4/14/2024 2:04 PM
1793166;11307;REVISAR CULINES;;1/4/2024 12:28 PM;1215;;CLOSED;4/14/2024 3:24 PM
1793250;4047;-;2006;1/4/2024 6:32 PM;0035781;;NOPRO;1/4/2024 9:10 PM
1793254;3333;QUITAR IMAGEN DE ALSA;;1/4/2024 6:44 PM;307;;CLOSED;1/25/2024 11:50 PM
1795188;10715;-;4064;1/8/2024 10:35 AM;0015572;;NOPRO;1/8/2024 2:58 PM
1791754;11112;Vehiculo 11112 supera 80 dias sin descargar. Ultima registrada el 13/10/2023;4125;1/2/2024 7:00 AM;MAXADMIN;;RESOLVED;1/4/2024 12:43 PM
1793344;13095;antiniebla delantero izquierdo no funciona-;2008;1/5/2024;0062109;;CLOSED;6/2/2024 2:59 PM
1794549;10407;Vehiculo 10407 supera 80 dias sin descargar. Ultima registrada el 17/10/2023;4125;1/7/2024 7:00 AM;MAXADMIN;;CLOSED;4/21/2024 2:41 PM
1792369;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;1/3/2024 7:00 AM;MAXADMIN;;RESOLVED;1/3/2024 7:38 AM
1792513;10657;No funciona regulacion espejos????;1806;1/3/2024 12:00 PM;0014679;;CLOSED;4/21/2024 3:29 PM
1792712;10428;Motor maletero amarrado con bridas en Madrid;;1/3/2024 10:22 PM;115;154;CLOSED;5/5/2024 4:19 PM
1794722;11178;Butaca 3 le falta tirador de reclinar;1720;1/7/2024 9:09 PM;0006622;;CLOSED;4/28/2024 2:23 PM
1794800;11174;marca fallo de calefacción, hoy no dio problemas, pero el fallo sale en la pantalla;1598;1/8/2024 4:03 AM;0008765;;CLOSED;4/28/2024 2:48 PM
1795228;11178;LAVADO CARROCERIA MENSUAL;;1/8/2024 12:31 PM;351;;CLOSED;5/5/2024 5:51 PM
1795231;11161;LAVADO CARROCERIA MENSUAL;;1/8/2024 12:34 PM;351;;CLOSED;5/5/2024 5:51 PM
1795244;11162;LAVADO CARROCERIA MENSUAL;;1/8/2024 12:43 PM;351;;CLOSED;5/5/2024 5:51 PM
1795246;11172;LAVADO CARROCERIA MENSUAL;;1/8/2024 12:45 PM;351;;CLOSED;5/5/2024 5:51 PM
1795247;10744;LAVADO CARROCERIA MENSUAL;;1/8/2024 12:46 PM;351;;CLOSED;5/5/2024 5:51 PM
1795257;11140;LAVADO CARROCERIA MENSUAL;;1/8/2024 12:52 PM;351;;CLOSED;4/28/2024 2:19 PM
1795258;13007;LAVADO CARROCERIA MENSUAL;;1/8/2024 12:53 PM;351;;CLOSED;5/5/2024 5:51 PM
1795259;11164;LAVADO CARROCERIA MENSUAL;;1/8/2024 12:55 PM;351;;CLOSED;5/5/2024 5:51 PM
1793766;3773;¿gases?;4337;1/5/2024 4:26 PM;0058016;;CLOSED;4/28/2024 2:47 PM
1794569;3784;Vehiculo 3784 supera 60 dias sin descargar. Ultima registrada el 04/11/2023;4124;1/7/2024 7:00 AM;MAXADMIN;;CLOSED;4/14/2024 3:15 PM
1794573;10372;Vehiculo 10372 supera 60 dias sin descargar. Ultima registrada el 05/11/2023;4124;1/7/2024 7:00 AM;MAXADMIN;;CLOSED;4/21/2024 2:53 PM
1794607;11283;Grifo WC mal;1738;1/7/2024 8:39 AM;0033407;;CLOSED;4/21/2024 4:41 PM
1795273;4340;PUERTA TRASERA NO FUNCIONA;;1/8/2024 1:20 PM;288;;CLOSED;4/28/2024 2:20 PM
1795276;4042;TRAER AUTOCAR DE PONTEVEDRA CON RADIADOR ROTO;;1/8/2024 1:24 PM;351;;CLOSED;4/21/2024 2:55 PM
1795280;11307;"- Neumáticos delanteros; Ambos lados, en mal estado, banda de rodadura gastada a escalones. Ruido d";1818;1/8/2024 1:46 PM;0032405;;CLOSED;4/14/2024 3:24 PM
1795288;10428;Esta suelta la tapiceria de debajo el volante. Entra el aire;1748;1/8/2024 2:04 PM;0052044;;CLOSED;5/5/2024 6:07 PM
1792781;11178;Falta Pantalla (indicar cual);4043;1/4/2024 3:09 AM;0003673;;CLOSED;4/28/2024 2:24 PM
1793125;13055;roto no sale el agua ,lado conductor;1654;1/4/2024 10:13 AM;0032331;;CLOSED;4/14/2024 2:21 PM
1793130;13095;-;4009;1/4/2024 10:20 AM;0057427;;NOPRO;1/4/2024 1:30 PM
1795337;3957;ITV PERIÓDICA C/3957;;1/8/2024 5:24 PM;1215;;CLOSED;4/14/2024 2:07 PM
1795801;10407;Vehiculo 10407 supera 80 dias sin descargar. Ultima registrada el 17/10/2023;4125;1/9/2024 7:00 AM;MAXADMIN;;CLOSED;4/21/2024 2:41 PM
1793251;4047;Polea mal;1581;1/4/2024 6:34 PM;0035781;;RESOLVED;3/8/2024 9:29 AM
1794689;10439;segundo de la derecha no abre;1781;1/7/2024 6:25 PM;0001772;;CLOSED;10/20/2024 3:04 PM
1794696;13023;PARAGOLPES TRASERO SUELTO;;1/7/2024 6:56 PM;1952;;CLOSED;4/14/2024 2:14 PM
1794708;13077;cerradura puerta delantera no cierra con la llave, el burlon no encaja bien en el marco.;1789;1/7/2024 7:26 PM;0032943;;CLOSED;5/12/2024 2:50 PM
1794718;10644;luces de leer arriba derecha no funciona;1734;1/7/2024 8:42 PM;0050783;;CLOSED;4/21/2024 2:42 PM
1794723;11178;Pantalla rota (indicar cual);4047;1/7/2024 9:09 PM;0006622;;CLOSED;4/28/2024 2:24 PM
1795349;4931;ruido de fuga aire en puerta delantera, solo en movimiento.;4258;1/8/2024 5:58 PM;0008999;;CLOSED;5/5/2024 6:58 PM
1795357;4688;masisconvi no imprime bien;1834;1/8/2024 6:37 PM;0032628;;CLOSED;5/5/2024 5:36 PM
1795363;10658;Ruido en la carrocería sobre la mitad del autobús MUY DESAGRADABLE para el confort del viajero .;1636;1/8/2024 7:48 PM;0001103;;CLOSED;4/28/2024 2:48 PM
1795364;10658;¿puerta wc?;1742;1/8/2024 7:48 PM;0001103;;CLOSED;5/5/2024 6:08 PM
1793688;10663;La de la derecha gorda, tiene una raja pequeña.;1579;1/5/2024 9:44 AM;0015845;;CLOSED;4/28/2024 2:48 PM
1793689;10663;Rajada en zona de visión del conductor;1799;1/5/2024 9:44 AM;0015845;;CLOSED;9/1/2024 2:05 PM
1794771;3836;No entran bien las marchas;1530;1/7/2024 11:20 PM;0010632;;CLOSED;5/5/2024 5:00 PM
1795408;10744;intermitente delantero derecho no funciona;1666;1/8/2024 9:53 PM;0016039;;CLOSED;4/28/2024 2:23 PM
1795412;10744;sustitución filtro combustible a efectuar es lo k pone;1636;1/8/2024 9:57 PM;0016039;;CLOSED;4/28/2024 2:24 PM
1794212;11283;cinturon copiloto roto mal uso;;1/6/2024 5:57 PM;1387;;CLOSED;4/14/2024 2:14 PM
1795124;3333;Vehiculo 3333 supera 60 dias sin descargar. Ultima registrada el 08/11/2023;4124;1/8/2024 7:01 AM;MAXADMIN;;RESOLVED;1/23/2024 2:36 PM
1793769;13026;"seguro puerta ,no funciona.
Falta tablet.
luces interiores, piso superior no funciona.";1742;1/5/2024 4:42 PM;0019361;;CLOSED;7/14/2024 2:07 PM
1794636;3855;Intermitentes mal;1666;1/7/2024 11:30 AM;0031232;;CLOSED;4/14/2024 2:14 PM
1794669;10825;Revisar presión ruedas y corregir. Hay varias con poca presión.;1816;1/7/2024 3:10 PM;0014983;;CLOSED;4/21/2024 3:28 PM
1793883;10744;Intermitentes mal;1666;1/6/2024 1:26 AM;0015073;;CLOSED;4/28/2024 2:23 PM
1795524;10425;Banqueta rota;1748;1/9/2024 5:09 AM;0017438;;CLOSED;5/5/2024 6:07 PM
1794827;13095;"El monitor va continuamente encendido en color azul y pone sin señal.
los micrófonos no funcionan y";1680;1/8/2024 6:41 AM;0062109;;CLOSED;6/2/2024 2:59 PM
1795279;10819;PUERTA MINUSVALIDOS;;1/8/2024 1:40 PM;499;;CLOSED;4/14/2024 3:06 PM
1795934;4330;-;1781;1/9/2024 1:58 PM;0038681;;NOPRO;1/10/2024 1:41 PM
1795951;3847;Luces interiores mal;1732;1/9/2024 3:10 PM;0019310;;CLOSED;5/5/2024 4:30 PM
1795967;2985;Otro código fallo;1636;1/9/2024 3:39 PM;0031199;;CLOSED;5/5/2024 4:59 PM
1795978;3832;luis;1510;1/9/2024 4:15 PM;0055758;;CLOSED;4/14/2024 2:33 PM
1795979;10818;No enciende Ocio Individual;4042;1/9/2024 4:24 PM;0036182;;CLOSED;5/5/2024 2:27 PM
1792665;10428;IR A ESTACION MALETERO NO ABRE;;1/3/2024 8:36 PM;288;;CLOSED;4/28/2024 2:20 PM
1791422;10429;El Asiento no Regula;1744;1/1/2024 9:31 PM;0005870;;CLOSED;4/28/2024 2:05 PM
1795023;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;1/8/2024 7:00 AM;MAXADMIN;;RESOLVED;1/8/2024 11:47 AM
1796647;11162;Suspension delantera, cuando cuando coge bache ruido metalico como si votara;1555;1/10/2024 4:00 PM;0035371;;CLOSED;5/5/2024 7:45 PM
1824497;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 07/12/2023;4125;2/26/2024 7:01 AM;MAXADMIN;;RESOLVED;2/26/2024 7:40 AM
1824555;10799;Cisterna y lavabo en mal estado ( no funciona );1740;2/26/2024 9:43 AM;0012803;;PLAN;2/27/2024 7:38 AM
1824697;10647;Señal de averia en AA;1594;2/26/2024 3:47 PM;0056712;;CLOSED;6/23/2024 4:22 PM
1797864;10812;Polea compresor aire, Suena traketeo, rezuma aceite del rodamiento;1581;1/12/2024 7:41 AM;0014805;;CLOSED;4/28/2024 2:24 PM
1797962;13005;Sustitución filtro de Gasoil;1636;1/12/2024 1:41 PM;0002859;;CLOSED;5/5/2024 2:26 PM
1806123;10662;Estando cerrado marca abierto los maleteros del lado derecho.;1781;1/25/2024 1:57 PM;0009370;;CLOSED;5/12/2024 2:45 PM
1799657;11177;brazo izquierdo(espejo retrovisor);2026;1/15/2024 12:19 PM;0015058;;CLOSED;5/5/2024 6:08 PM
1799713;10364;"se ha encendido el testigo del sistema de ventilación estropeado; se ha encendido el chivato verde";1636;1/15/2024 3:19 PM;0009126;;RESOLVED;1/17/2024 7:26 AM
1802443;2985;no funciona la alarma  ni acústica ni óptica  del líquido refrigerante;1626;1/19/2024 1:19 PM;0031199;;CLOSED;4/21/2024 5:29 PM
1798182;13010;-;2022;1/13/2024;0017581;;CLOSED;4/28/2024 2:48 PM
1798413;3656;Vehiculo 3656 supera 80 dias sin descargar. Ultima registrada el 04/07/2023;4125;1/13/2024 7:00 AM;MAXADMIN;;RESOLVED;1/14/2024 6:00 PM
1814832;11933;Vehiculo 11933 supera 60 dias sin descargar. Ultima registrada el 07/12/2023;4124;2/9/2024 7:01 AM;MAXADMIN;;RESOLVED;2/9/2024 8:49 AM
1815003;10372;baño arrancado;1738;2/9/2024 5:13 PM;0034421;;CLOSED;5/19/2024 3:15 PM
1815148;10437;Plaza 33, bandeja suelta.;1714;2/10/2024 1:54 AM;0006749;;CLOSED;5/19/2024 2:06 PM
1816003;10405;Dirección trasera ¿cerbi¿ se engancha con poco que se haga maniobra.;1573;2/11/2024 10:52 PM;0051052;;CLOSED;6/2/2024 7:02 PM
1814738;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;2/9/2024 7:00 AM;MAXADMIN;;RESOLVED;2/9/2024 8:49 AM
1814938;3957;REPARAR CIERRES MALETRO;;2/9/2024 1:02 PM;494;;CLOSED;5/19/2024 4:29 PM
1816620;10646;Marca anomalía motor;1510;2/12/2024 9:58 PM;0013623;;CLOSED;6/2/2024 7:03 PM
1816621;10646;No carga el alternador;1628;2/12/2024 9:58 PM;0013623;;CLOSED;6/2/2024 7:03 PM
1816622;10646;No van los enchufes;1678;2/12/2024 9:58 PM;0013623;;CLOSED;6/2/2024 7:03 PM
1816637;10370;Butaca 3 no carga;4045;2/12/2024 10:44 PM;0003184;;CLOSED;6/9/2024 3:37 PM
1815790;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;2/11/2024 7:00 AM;MAXADMIN;;RESOLVED;2/12/2024 7:57 AM
1815876;10798;rescate con grua en las rozas;;2/11/2024 9:32 AM;1525;;CLOSED;6/2/2024 6:58 PM
1815943;4699;-;1799;2/11/2024 5:16 PM;0006437;;CLOSED;6/9/2024 3:34 PM
1816005;4699;Cartel matricial mal;1754;2/11/2024 11:04 PM;0006437;;PLAN;2/12/2024 7:29 AM
1816027;11283;tempomat Al intentar ponerlo dice que está desconectado;1548;2/12/2024;0009196;;CLOSED;6/2/2024 7:02 PM
1826466;4945;Vehiculo 4945 supera 80 dias sin descargar. Ultima registrada el 04/12/2023;4125;2/29/2024 7:01 AM;MAXADMIN;;RESOLVED;3/20/2024 3:18 PM
1826545;13008;no funciona/Microfono mal;1680;2/29/2024 11:45 AM;0056038;;CLOSED;6/16/2024 4:27 PM
1826776;10426;Px31 enredado;1710;3/1/2024;0017438;;CLOSED;6/30/2024 6:05 PM
1802045;3847;-;1662;1/19/2024 6:05 AM;0037068;;CLOSED;5/5/2024 4:30 PM
1798223;10648;Otros Fallos Tractora;1958;1/13/2024 3:10 AM;0012935;;CLOSED;1/25/2024 1:51 PM
1798532;10646;Las mangueras para sustituir Desague WC mal;1740;1/13/2024 7:25 AM;0054958;;CLOSED;5/5/2024 2:45 PM
1803438;10648;No funciona antivaho espejos;1808;1/21/2024 7:15 AM;0006524;;CLOSED;5/5/2024 4:32 PM
1803557;10813;Entra muchísimo frío por la ventana y mucho ruido apenas se escucha la radio;2022;1/21/2024 6:06 PM;0001620;;CLOSED;5/5/2024 2:27 PM
1803571;3843;"Funciona cuando le da la gana.
Muy peligroso. Así no se puede ir.";1544;1/21/2024 7:24 PM;0037574;;CLOSED;5/5/2024 4:27 PM
1803572;3843;"En naranja. Adblue deficiente.
No hace los gases";4337;1/21/2024 7:24 PM;0037574;;CLOSED;5/5/2024 4:27 PM
1799615;3843;el asiento del conductor se eleva muy poco y en marcha tiende a bajarse más.....;1744;1/15/2024 9:51 AM;0035474;;CLOSED;5/12/2024 3:12 PM
1803024;13009;Indica sin fuerza siempre.;1775;1/20/2024 4:56 PM;0014983;;CLOSED;6/23/2024 2:16 PM
1803365;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;1/21/2024 7:00 AM;MAXADMIN;;RESOLVED;1/21/2024 5:37 PM
1803441;10648;botón control descenso se queda bloqueado en la posición +;1548;1/21/2024 7:38 AM;0006524;;CLOSED;5/5/2024 4:32 PM
1815942;10439;Faltan tapones amarillos en ruedas delantera(4) y cervi(1) parte izquierda;4070;2/11/2024 5:14 PM;0015845;;CLOSED;5/19/2024 3:20 PM
1816530;13010;se hacia la izquierda circulando, volante vibra a 100;1563;2/12/2024 5:24 PM;0060227;;CLOSED;5/26/2024 4:24 PM
1816339;13022;Desgaste anormal de rueda;1818;2/12/2024 8:09 AM;0015071;;CLOSED;5/26/2024 2:09 PM
1816527;10372;Zona conductor entra más aire frío frontal que calefacción;1598;2/12/2024 5:10 PM;0003184;;CLOSED;7/21/2024 2:25 PM
1801680;10658;Camara marcha atras mal;1758;1/18/2024 8:43 AM;0060227;;CLOSED;5/5/2024 4:15 PM
1804382;10436;-;1510;1/23/2024 6:42 AM;0001582;;NOPRO;1/23/2024 8:14 AM
1806135;10438;Cambiar tuberia entrada aquatarder pierde;;1/25/2024 2:29 PM;115;154;CLOSED;5/5/2024 3:07 PM
1816920;11935;Vehiculo 11935 supera 80 dias sin descargar. Ultima registrada el 21/08/2023;4125;2/13/2024 7:00 AM;MAXADMIN;;RESOLVED;2/14/2024 7:28 AM
1819405;4041;Cambiar termostato motor;;2/17/2024 2:40 PM;115;154;CLOSED;6/2/2024 7:21 PM
1800292;11178;Vehiculo 11178 supera 60 dias sin descargar. Ultima registrada el 15/11/2023;4124;1/16/2024 7:01 AM;MAXADMIN;;RESOLVED;1/16/2024 7:58 AM
1800301;11283;Vehiculo 11283 supera 60 dias sin descargar. Ultima registrada el 15/11/2023;4124;1/16/2024 7:01 AM;MAXADMIN;;CLOSED;4/21/2024 4:41 PM
1816340;13022;No encienden pantallas (indicar cuales);4009;2/12/2024 8:09 AM;0015071;;CLOSED;5/26/2024 2:09 PM
1827094;4945;Vehiculo 4945 supera 80 dias sin descargar. Ultima registrada el 04/12/2023;4125;3/1/2024 7:01 AM;MAXADMIN;;RESOLVED;3/20/2024 3:18 PM
1827172;10391;espejo derecho no se cierra.no funciona el motorcillo.y tiene cinta puesta.pero no se mueve en el v;1806;3/1/2024 11:37 AM;0030359;;CLOSED;6/30/2024 6:14 PM
1827223;11935;Falta , tapa limpiaparabrisas derecho;2006;3/1/2024 2:23 PM;0058739;;CLOSED;6/16/2024 4:38 PM
1813735;11988;Cinturon seguridad conductor mal;4133;2/7/2024 9:24 AM;0007706;;CLOSED;5/19/2024 3:15 PM
1813736;4332;-;1530;2/7/2024 9:26 AM;0012803;;NOPRO;2/7/2024 1:24 PM
1825979;11164;LLEVAR AUTOCAR A CAMBIAR LUNA DELANTERA;;2/28/2024 2:13 PM;351;;CLOSED;6/2/2024 8:00 PM
1827103;10638;Vehiculo 10638 supera 80 dias sin descargar. Ultima registrada el 07/12/2023;4125;3/1/2024 7:01 AM;MAXADMIN;;RESOLVED;3/1/2024 7:25 AM
1797494;13008;Freno parada averiado;1634;1/11/2024 9:56 PM;0062287;;CLOSED;5/5/2024 6:24 PM
1797925;11281;;1799;1/12/2024 11:27 AM;0030863;;PREVIOUS;1/12/2024 11:38 AM
1807915;10389;faltan llaves maletero. no se puede sacar ganchos silla ruedas;1791;1/28/2024 4:40 PM;0002890;;CLOSED;6/2/2024 4:31 PM
1807983;10404;luz intermitente delantera derecha, no funciona;1666;1/28/2024 10:27 PM;0056569;;CLOSED;6/2/2024 4:24 PM
1808047;4330;filtro de partículas en rojo;1516;1/29/2024 5:29 AM;0050720;;PREVIOUS;1/29/2024 7:36 PM
1796907;10424;;1594;1/11/2024 6:07 AM;0014983;;NOPRO;1/11/2024 6:09 AM
1796908;10424;Faltan capuchones espárragos.;1818;1/11/2024 6:07 AM;0014983;;CLOSED;5/5/2024 6:08 PM
1796909;10424;Sistema no carga.;4042;1/11/2024 6:07 AM;0014983;;CLOSED;4/21/2024 3:29 PM
1803823;3656;Vehiculo 3656 supera 80 dias sin descargar. Ultima registrada el 04/07/2023;4125;1/22/2024 7:00 AM;MAXADMIN;;RESOLVED;1/22/2024 9:09 AM
1803955;10659;No funciona el calefactor/precalentador;1636;1/22/2024 7:41 AM;0002078;;CLOSED;5/5/2024 6:10 PM
1808912;3656;Vehiculo 3656 supera 80 dias sin descargar. Ultima registrada el 04/07/2023;4125;1/30/2024 7:00 AM;MAXADMIN;;RESOLVED;1/30/2024 7:40 AM
1809039;10492;Vehiculo 10492 supera 80 dias sin descargar. Ultima registrada el 10/11/2023;4125;1/30/2024 7:01 AM;MAXADMIN;;RESOLVED;9/3/2024 9:39 AM
1816990;11308;bisagra nevera delantera rota;1936;2/13/2024 7:55 AM;0015071;;CLOSED;6/2/2024 7:06 PM
1817642;3957;-;1630;2/14/2024 11:26 AM;0007706;;NOPRO;3/4/2024 10:36 AM
1814920;4696;Última puerta maletero lado izquierdo tiene un golpe no cierra bien marcando siempre abierto;1781;2/9/2024 12:21 PM;0032181;;CLOSED;6/2/2024 6:52 PM
1815067;4345;Cartel transporte escolar trasero roto.;4070;2/9/2024 9:00 PM;0012358;;CLOSED;6/9/2024 3:34 PM
1801792;13007;La conexión USB de las butacas 11-12 no funcionan.;4041;1/18/2024 2:27 PM;0015193;;NOPRO;1/19/2024 7:08 AM
1821312;10439;PULSADOR RAMPA;;2/20/2024 9:44 PM;299;;CLOSED;5/26/2024 3:10 PM
